COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
65,4043.59,4112.82,4068.72,3871.79,4358.97,4157.44,4574.36,4548.21,4306.67,3911.28,4219.49,4604.1,4368.21,4605.64,1690,1709,1.199,0,0,0,0,
66,4029.74,4115.38,4060,3857.95,4361.03,4154.87,4572.82,4540.51,4303.08,3909.74,4211.28,4592.82,4358.46,4594.87,1690,1710,1.207,0,0,0,0,
67,4036.92,4112.31,4060,3865.13,4360.51,4152.82,4571.79,4539.49,4297.44,3909.74,4213.33,4587.69,4356.92,4602.05,1691,1709,1.215,0,0,0,0,
68,4037.44,4104.1,4064.62,3863.08,4336.41,4157.44,4576.41,4540,4292.82,3908.72,4215.38,4591.28,4355.38,4604.62,1690,1708,1.223,0,0,0,0,
69,4022.05,4102.05,4061.03,3856.41,4334.87,4154.36,4574.87,4541.03,4295.9,3907.69,4212.82,4593.85,4350.77,4598.97,1691,1709,1.231,0,0,0,0,
70,4030.77,4114.36,4062.56,3869.23,4366.67,4149.74,4571.28,4550.26,4306.67,3916.41,4221.54,4599.49,4361.54,4608.72,1690,1707,1.237,0,0,0,0,
71,4045.64,4123.59,4069.74,3873.85,4365.64,4154.87,4575.38,4554.36,4306.67,3922.56,4225.13,4601.03,4367.18,4613.33,1690,1709,1.246,0,0,0,0,
72,4036.41,4121.54,4068.72,3869.23,4338.97,4162.05,4583.08,4550.77,4297.44,3913.33,4213.85,4596.92,4358.46,4606.15,1691,1707,1.291,0,0,0,0,
73,4033.85,4123.08,4065.13,3870.26,4347.69,4156.41,4582.56,4552.31,4301.03,3908.72,4217.44,4603.08,4359.49,4609.74,1689,1708,1.292,0,0,0,0,
74,4046.15,4121.54,4066.67,3863.59,4360.51,4150.26,4577.95,4550.77,4309.74,3913.85,4226.15,4610.26,4369.74,4612.82,1691,1707,1.292,0,0,0,0,
75,4046.67,4112.31,4071.79,3853.85,4344.62,4159.49,4580.51,4544.62,4304.1,3913.33,4218.46,4600.51,4366.15,4600.51,1690,1708,1.292,0,0,0,0,
76,4043.59,4114.87,4074.87,3866.15,4349.74,4164.1,4582.05,4547.69,4304.62,3918.97,4220.51,4599.49,4364.62,4599.49,1691,1708,1.292,0,0,0,0,
77,4045.13,4127.69,4070.26,3878.97,4369.74,4152.82,4578.97,4554.87,4315.38,3930.77,4233.33,4610.26,4373.85,4614.87,1689,1709,1.295,0,0,0,0,
